"LTER_site","date","species","sensor_node","soil_sensor","plot_name","year","surveyed_by","multi.hit_or_top.hit","abundance","Note","USDA_code","corrected_NWT_name"
"NWT",2018-07-11,"CARSCO",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",4,"NaN","CASCS2","Carex scopulorum var. scopulorum"
"NWT",2018-07-11,"CHIJAM",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","CHJA","Chionophila jamesii"
"NWT",2018-07-11,"DODPUL",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","DOPU","Dodecatheon pulchellum"
"NWT",2018-07-11,"Draba_sp",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0,"NaN","DRABA","Draba spp."
"NWT",2018-07-11,"ERINAN",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","ERNA","Eritrichium aretioides"
"NWT",2018-07-11,"ERISIM",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","ERSI3","Erigeron simplex"
"NWT",2018-07-11,"GENALG",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","GEAL2","Gentiana algida"
"NWT",2018-07-11,"KOBMYO",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",22,"NaN","KOMY","Kobresia myosuroides"
"NWT",2018-07-11,"Lichen",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","2LICHN","Unknown lichen"
"NWT",2018-07-11,"Litter",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",5,"NaN","2LTR","Litter"
"NWT",2018-07-11,"LLOSER",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",9,"NaN","LLSE","Lloydia serotina"
"NWT",2018-07-11,"LUZSPI",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","LUSP4","Luzula spicata ssp. saximontana"
"NWT",2018-07-11,"MINOBT",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Confirmed","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-11,"MINRUB",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Confirmed","MIRU3","Minuartia rubella"
"NWT",2018-07-11,"OREALP",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","ORALA","Oreoxis alpina ssp. alpina"
"NWT",2018-07-11,"PACCAN",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Unconfirmed","PACA15","Senecio harbourii"
"NWT",2018-07-11,"POTRUB",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","PORU3","Potentilla rubricaulis"
"NWT",2018-07-11,"Rock",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","2RF","Rock"
"NWT",2018-07-11,"SAXRHO",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SARH2","Saxifraga rhomboidea"
"NWT",2018-07-11,"SEDLAN",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SELA","Sedum lanceolatum"
"NWT",2018-07-11,"SILACA",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SIACS2","Silene acaulis ssp. subacaulescens"
"NWT",2018-07-11,"Soil",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",6,"NaN","2BARE","Soil"
"NWT",2018-07-11,"TETACA",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","TEACC","Hymenoxys acaulis"
"NWT",2018-07-11,"TONPYG",21,3,21.3,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","TOPY","Haplopappus pygmaeus"
"NWT",2018-07-13,"ACOROS",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",17,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-13,"ARTSCO",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","ARSC","Artemisia scopulorum"
"NWT",2018-07-13,"BISBIS",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","POBI6","Bistorta bistortoides"
"NWT",2018-07-13,"Carex_sp",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","CAREX","Carex spp."
"NWT",2018-07-13,"CARNOV",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"Confirmed","CANO3","Carex nova"
"NWT",2018-07-13,"DESCAE",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",25,"NaN","DECE","Deschampsia caespitosa"
"NWT",2018-07-13,"Draba_sp",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","DRABA","Draba spp."
"NWT",2018-07-13,"ERISIM",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",6,"NaN","ERSI3","Erigeron simplex"
"NWT",2018-07-13,"FESBRA",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","FEBR","Festuca brachyphylla"
"NWT",2018-07-13,"Litter",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",13,"NaN","2LTR","Litter"
"NWT",2018-07-13,"LLOSER",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",6,"NaN","LLSE","Lloydia serotina"
"NWT",2018-07-13,"LUZSPI",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","LUSP4","Luzula spicata ssp. saximontana"
"NWT",2018-07-13,"MINOBT",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-13,"NOCFEN",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","NOFEG","Noccaea montana var. montana"
"NWT",2018-07-13,"POAALP",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","POAL2","Poa alpina"
"NWT",2018-07-13,"POTDIV",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",5,"NaN","PODI2","Potentilla diversifolia"
"NWT",2018-07-13,"SAXRHO",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SARH2","Saxifraga rhomboidea"
"NWT",2018-07-13,"SEDLAN",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SELA","Sedum lanceolatum"
"NWT",2018-07-13,"Soil",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",4,"NaN","2BARE","Soil"
"NWT",2018-07-13,"STELON",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","STLO2","Stellaria longipes"
"NWT",2018-07-13,"TRIPAR",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",12,"NaN","TRPAP","Trifolium parryi ssp. parryi"
"NWT",2018-07-13,"TRISPI",8,2,8.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",3,"NaN","TRSP2","Trisetum spicatum"
"NWT",2018-07-13,"ACHMIL",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",6,"NaN","ACMIA","Achillea lanulosa ssp. alpicola"
"NWT",2018-07-13,"ACOROS",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-13,"AGOGLA",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","AGGLG","Agoseris glauca var. glauca"
"NWT",2018-07-13,"ALLGEY",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","ALGE","Allium geyeri"
"NWT",2018-07-13,"AREFEN",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",3,"NaN","ARFET3","Arenaria fendleri var. tweedyi"
"NWT",2018-07-13,"BISBIS",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","POBI6","Bistorta bistortoides"
"NWT",2018-07-13,"Brassicaceae_sp",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","2UNKMU","Unknown mustard"
"NWT",2018-07-13,"CARHET",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",29,"NaN","CAHEC","Carex chalciolepis"
"NWT",2018-07-13,"CARSIC",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",26,"NaN","CASI12","Carex foenea"
"NWT",2018-07-13,"CASOCC",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","CAOC4","Castilleja occidentalis"
"NWT",2018-07-13,"CERARV",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","CEARS2","Cerastium arvense var. latifolium"
"NWT",2018-07-13,"ELYTRA",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","ELTRT","Agropyron trachycaulum"
"NWT",2018-07-13,"ERISIM",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","ERSI3","Erigeron simplex"
"NWT",2018-07-13,"KOBMYO",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","KOMY","Kobresia myosuroides"
"NWT",2018-07-13,"Litter",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",4,"NaN","2LTR","Litter"
"NWT",2018-07-13,"LLOSER",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","LLSE","Lloydia serotina"
"NWT",2018-07-13,"MERLAN",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","MELA3","Mertensia lanceolata"
"NWT",2018-07-13,"MINOBT",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-13,"OREALP",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","ORALA","Oreoxis alpina ssp. alpina"
"NWT",2018-07-13,"PEDPAR",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","PEPA3","Pedicularis parryi"
"NWT",2018-07-13,"PENWHI",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Unconfirmed","PEWH","Penstemon whippleanus"
"NWT",2018-07-13,"PHLPUL",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","PHPU5","Phlox pulvinata"
"NWT",2018-07-13,"POAALP",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"Confirmed","POAL2","Poa alpina"
"NWT",2018-07-13,"POAGLA",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Confirmed","POGLR2","Poa glauca var. rupicola"
"NWT",2018-07-13,"POLVIS",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","POVI","Polemonium viscosum"
"NWT",2018-07-13,"POTDIV",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",3,"NaN","PODI2","Potentilla diversifolia"
"NWT",2018-07-13,"POTRUB",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","PORU3","Potentilla rubricaulis"
"NWT",2018-07-13,"POTSUB",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","POSU5","Potentilla subjuga"
"NWT",2018-07-13,"Rock",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",11,"NaN","2RF","Rock"
"NWT",2018-07-13,"SAXRHO",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SARH2","Saxifraga rhomboidea"
"NWT",2018-07-13,"SEDLAN",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SELA","Sedum lanceolatum"
"NWT",2018-07-13,"Soil",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","2BARE","Soil"
"NWT",2018-07-13,"SOLMUL",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","SOMU","Solidago multiradiata"
"NWT",2018-07-13,"STELON",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","STLO2","Stellaria longipes"
"NWT",2018-07-13,"TETGRA",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","TEGR3","Hymenoxys grandiflora"
"NWT",2018-07-13,"TRIDAS",15,1,15.1,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","TRDA2","Trifolium dasyphyllum"
"NWT",2018-07-13,"ACHMIL",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"NaN","ACMIA","Achillea lanulosa ssp. alpicola"
"NWT",2018-07-13,"ACOROS",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Confirmed","GEROT","Acomastylis rossii"
"NWT",2018-07-13,"ANDSEP",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"Confirmed","ANSE4","Androsace septentrionalis"
"NWT",2018-07-13,"ANTMED",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","ANME2","Antennaria alpina"
"NWT",2018-07-13,"AREFEN",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",3,"NaN","ARFET3","Arenaria fendleri var. tweedyi"
"NWT",2018-07-13,"ARTSCO",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","ARSC","Artemisia scopulorum"
"NWT",2018-07-13,"CERARV",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",3,"NaN","CEARS2","Cerastium arvense var. latifolium"
"NWT",2018-07-13,"Draba_sp",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Yellow flower; Located on edge of plot furthest from the camera, about halfway from the sensor tubing","DRABA","Draba spp."
"NWT",2018-07-13,"DRACRA",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Unconfirmed; Growing out of SEDLAN on edge of plot furthest from the camera, just short of half-way from the sensor tubing","DRCR","Draba crassa"
"NWT",2018-07-13,"ERISIM",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","ERSI3","Erigeron simplex"
"NWT",2018-07-13,"KOBMYO",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",18,"NaN","KOMY","Kobresia myosuroides"
"NWT",2018-07-13,"LEWPYG",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","LEPY2","Lewisia pygmaea var. pygmaea"
"NWT",2018-07-13,"Litter",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",3,"NaN","2LTR","Litter"
"NWT",2018-07-13,"LLOSER",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",5,"NaN","LLSE","Lloydia serotina"
"NWT",2018-07-13,"MINOBT",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"Unconfirmed","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-13,"NOCFEN",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","NOFEG","Noccaea montana var. montana"
"NWT",2018-07-13,"OREALP",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",1,"Confirmed","ORALA","Oreoxis alpina ssp. alpina"
"NWT",2018-07-13,"Pedicularis_sp",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","PEDIC","Pedicularis spp."
"NWT",2018-07-13,"POTDIV",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","PODI2","Potentilla diversifolia"
"NWT",2018-07-13,"POTRUB",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","PORU3","Potentilla rubricaulis"
"NWT",2018-07-13,"SEDLAN",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","SELA","Sedum lanceolatum"
"NWT",2018-07-13,"Soil",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",33,"NaN","2BARE","Soil"
"NWT",2018-07-13,"SOLMUL",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",2,"NaN","SOMU","Solidago multiradiata"
"NWT",2018-07-13,"TETGRA",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","TEGR3","Hymenoxys grandiflora"
"NWT",2018-07-13,"TRIPAR",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",23,"NaN","TRPAP","Trifolium parryi ssp. parryi"
"NWT",2018-07-13,"TRISPI",16,2,16.2,2018,"Kelsey Elwood and Jane G. Smith","top-hit",0.5,"NaN","TRSP2","Trisetum spicatum"
"NWT",2018-07-15,"ACHMIL",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",14,"NaN","ACMIA","Achillea lanulosa ssp. alpicola"
"NWT",2018-07-15,"ACOROS",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-15,"AGOGLA",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","AGGLG","Agoseris glauca var. glauca"
"NWT",2018-07-15,"ALLGEY",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","ALGE","Allium geyeri"
"NWT",2018-07-15,"AREFEN",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",2,"NaN","ARFET3","Arenaria fendleri var. tweedyi"
"NWT",2018-07-15,"BISBIS",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","POBI6","Bistorta bistortoides"
"NWT",2018-07-15,"CARHET",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",19,"NaN","CAHEC","Carex chalciolepis"
"NWT",2018-07-15,"CARRUP",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","CARUD","Carex rupestris ssp. drummondiana"
"NWT",2018-07-15,"CARSIC",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",40,"NaN","CASI12","Carex foenea"
"NWT",2018-07-15,"CASOCC",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","CAOC4","Castilleja occidentalis"
"NWT",2018-07-15,"ERISIM",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",2,"NaN","ERSI3","Erigeron simplex"
"NWT",2018-07-15,"Litter",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",6,"NaN","2LTR","Litter"
"NWT",2018-07-15,"LLOSER",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","LLSE","Lloydia serotina"
"NWT",2018-07-15,"MINOBT",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-15,"OREALP",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","ORALA","Oreoxis alpina ssp. alpina"
"NWT",2018-07-15,"PEDRAC",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"Marked as PEDPAC on data sheet, but KE thinks it is Pedicularis racemosa","PERAA","Pedicularis racemosa ssp. alba"
"NWT",2018-07-15,"PHLPUL",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","PHPU5","Phlox pulvinata"
"NWT",2018-07-15,"POAALP",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","POAL2","Poa alpina"
"NWT",2018-07-15,"POAGLA",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",2,"NaN","POGLR2","Poa glauca var. rupicola"
"NWT",2018-07-15,"POLVIS",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",3,"NaN","POVI","Polemonium viscosum"
"NWT",2018-07-15,"POTDIV",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",7,"NaN","PODI2","Potentilla diversifolia"
"NWT",2018-07-15,"Potentilla_sp1",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",7,"Big leaves: POTRUB? POTRUP?","POTEN","Potentilla spp."
"NWT",2018-07-15,"Potentilla_sp2",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"Little leaves, Subjuga?","POTEN","Potentilla spp."
"NWT",2018-07-15,"Rock",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",11,"NaN","2RF","Rock"
"NWT",2018-07-15,"SEDLAN",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","SELA","Sedum lanceolatum"
"NWT",2018-07-15,"SOLMUL",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","SOMU","Solidago multiradiata"
"NWT",2018-07-15,"STELON",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",0.5,"NaN","STLO2","Stellaria longipes"
"NWT",2018-07-15,"TETGRA",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",1,"NaN","TEGR3","Hymenoxys grandiflora"
"NWT",2018-07-15,"TRIDAS",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",8,"NaN","TRDA2","Trifolium dasyphyllum"
"NWT",2018-07-15,"Unknown_graminoid",15,1,15.1,2018,"Nancy Emery & William Bowman","multi-hit",2,"Field note: ""Possibly ELYTRA""","2GRAM","Unknown graminoid"
"NWT",2018-07-18,"ACOROS",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",42,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-18,"ACOROS",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",40,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-18,"ARTSCO",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",16,"NaN","ARSC","Artemisia scopulorum"
"NWT",2018-07-18,"ARTSCO",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",10,"NaN","ARSC","Artemisia scopulorum"
"NWT",2018-07-18,"BISBIS",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",2,"NaN","POBI6","Bistorta bistortoides"
"NWT",2018-07-18,"BISBIS",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",2,"NaN","POBI6","Bistorta bistortoides"
"NWT",2018-07-18,"CARSCO",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",0.5,"Confirmed","CASCS2","Carex scopulorum var. scopulorum"
"NWT",2018-07-18,"CARSCO",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",0.5,"Confirmed","CASCS2","Carex scopulorum var. scopulorum"
"NWT",2018-07-18,"DESCAE",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",13,"NaN","DECE","Deschampsia caespitosa"
"NWT",2018-07-18,"DESCAE",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",14,"NaN","DECE","Deschampsia caespitosa"
"NWT",2018-07-18,"FESBRA",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",1,"NaN","FEBR","Festuca brachyphylla"
"NWT",2018-07-18,"FESBRA",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",0.5,"NaN","FEBR","Festuca brachyphylla"
"NWT",2018-07-18,"Litter",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",8,"NaN","2LTR","Litter"
"NWT",2018-07-18,"Litter",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",8,"NaN","2LTR","Litter"
"NWT",2018-07-18,"MINOBT",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",3,"NaN","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-18,"MINOBT",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",1,"NaN","MIOB2","Minuartia obtusiloba"
"NWT",2018-07-18,"Moss",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",2,"NaN","2MOSS","Unknown moss"
"NWT",2018-07-18,"Moss",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",3,"NaN","2MOSS","Unknown moss"
"NWT",2018-07-18,"POTDIV",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",8,"NaN","PODI2","Potentilla diversifolia"
"NWT",2018-07-18,"POTDIV",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",5,"NaN","PODI2","Potentilla diversifolia"
"NWT",2018-07-18,"SIBPRO",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",16,"NaN","SIPR","Sibbaldia procumbens"
"NWT",2018-07-18,"SIBPRO",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",36,"NaN","SIPR","Sibbaldia procumbens"
"NWT",2018-07-18,"TRIPAR",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",4,"NaN","TRPAP","Trifolium parryi ssp. parryi"
"NWT",2018-07-18,"TRIPAR",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",4,"NaN","TRPAP","Trifolium parryi ssp. parryi"
"NWT",2018-07-18,"VIOADU",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",2,"NaN","VIAD","Viola adunca"
"NWT",2018-07-18,"VIOADU",6,2,6.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",2,"NaN","VIAD","Viola adunca"
"NWT",2018-07-18,"ACOROS",7,2,7.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",15,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-18,"ACOROS",7,2,7.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",28,"NaN","GEROT","Acomastylis rossii"
"NWT",2018-07-18,"ARTSCO",7,2,7.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",6,"NaN","ARSC","Artemisia scopulorum"
"NWT",2018-07-18,"ARTSCO",7,2,7.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",11,"NaN","ARSC","Artemisia scopulorum"
"NWT",2018-07-18,"BISBIS",7,2,7.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","top-hit",3,"NaN","POBI6","Bistorta bistortoides"
"NWT",2018-07-18,"BISBIS",7,2,7.2,2018,"Kelsey Elwood, Nancy Emery, and Jane G. Smith","multi-hit",3,"NaN","POBI6","Bistorta bistortoides"
